content_id,account_id,case_id,normalized_text,content_hash,language,category,semantic_family,severity_score,safe_placeholder
CT-000222,A-0018,C-002,[neutral platform activity],H-7238637,de,Coordinated Abuse,HARASS_FAM_X2-default,0.613,Yes
CT-000223,A-0025,C-002,[non-sensitive coordination],H-6263367,en,Coordinated Abuse,HARASS_FAM_X2-default,0.574,Yes
CT-000224,A-0017,C-002,[generic discussion],H-6637739,de,Coordinated Abuse,HARASS_FAM_X2-P05,0.592,Yes
CT-000225,A-0015,C-002,[research handoff placeholder],H-3713127,ar,Coordinated Abuse,HARASS_FAM_X2-P08,0.706,Yes
CT-000226,A-0018,C-002,[neutral platform activity],H-6146059,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.724,Yes
CT-000227,A-0016,C-002,[obfuscated phrase variant],H-4014421,fr,Coordinated Abuse,HARASS_FAM_X2-OBF,0.51,Yes
CT-000228,A-0022,C-002,[generic discussion],H-6637739,fr,Coordinated Abuse,HARASS_FAM_X2-P05,0.544,Yes
CT-000229,A-0015,C-002,[target-specific grievance reference],H-0141984,ar,Coordinated Abuse,HARASS_FAM_X2-P03,0.611,Yes
CT-000230,A-0018,C-002,[generic discussion],H-3736475,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.772,Yes
CT-000231,A-0017,C-002,[symbol-substituted phrase],H-5181675,de,Coordinated Abuse,HARASS_FAM_X2-OBF,0.568,Yes
CT-000232,A-0012,C-002,[repeated target reference],H-5674485,fr,Coordinated Abuse,HARASS_FAM_X2-P03,0.749,Yes
CT-000233,A-0014,C-002,[multilingual coded variant],H-8707435,es,Coordinated Abuse,HARASS_FAM_X2-OBF,0.633,Yes
CT-000234,A-0009,C-002,[generic discussion],H-6637739,de,Coordinated Abuse,HARASS_FAM_X2-P05,0.831,Yes
CT-000235,A-0010,C-002,[non-sensitive coordination],H-6263367,en,Coordinated Abuse,HARASS_FAM_X2-default,0.664,Yes
CT-000236,A-0009,C-002,[repeated target reference],H-5674485,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.793,Yes
CT-000237,A-0024,C-002,[target-specific grievance reference],H-0141984,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.512,Yes
CT-000238,A-0018,C-002,[neutral platform activity],H-7238637,de,Coordinated Abuse,HARASS_FAM_X2-default,0.803,Yes
CT-000239,A-0024,C-002,[target-specific grievance reference],H-0141984,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.617,Yes
CT-000240,A-0016,C-002,[continued focus on same fictional target],H-2145128,fr,Coordinated Abuse,HARASS_FAM_X2-P03,0.522,Yes
CT-000241,A-0011,C-002,[continued focus on same fictional target],H-2145128,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.717,Yes
CT-000242,A-0014,C-002,[neutral platform activity],H-6146059,es,Coordinated Abuse,HARASS_FAM_X2-P02,0.721,Yes
CT-000243,A-0014,C-002,[continued focus on same fictional target],H-2145128,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.796,Yes
CT-000244,A-0024,C-002,[multilingual coded variant],H-8707435,es,Coordinated Abuse,HARASS_FAM_X2-OBF,0.554,Yes
CT-000245,A-0015,C-002,[neutral platform activity],H-7238637,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.846,Yes
CT-000246,A-0021,C-002,[non-sensitive coordination],H-6263367,en,Coordinated Abuse,HARASS_FAM_X2-default,0.666,Yes
CT-000247,A-0025,C-002,[research handoff placeholder],H-3713127,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.652,Yes
CT-000248,A-0017,C-002,[generic discussion],H-0351779,de,Coordinated Abuse,HARASS_FAM_X2-default,0.641,Yes
CT-000249,A-0026,C-002,[generic discussion],H-6637739,ar,Coordinated Abuse,HARASS_FAM_X2-P05,0.721,Yes
CT-000250,A-0014,C-002,[non-sensitive coordination],H-6263367,es,Coordinated Abuse,HARASS_FAM_X2-default,0.734,Yes
CT-000251,A-0015,C-002,[target-specific grievance reference],H-0141984,ar,Coordinated Abuse,HARASS_FAM_X2-P03,0.668,Yes
CT-000252,A-0026,C-002,[research handoff placeholder],H-3713127,ar,Coordinated Abuse,HARASS_FAM_X2-P08,0.817,Yes
CT-000253,A-0023,C-002,[neutral platform activity],H-6146059,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.626,Yes
CT-000254,A-0019,C-002,[amplification request placeholder],H-2370725,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.585,Yes
CT-000255,A-0023,C-002,[generic discussion],H-0351779,de,Coordinated Abuse,HARASS_FAM_X2-default,0.756,Yes
CT-000256,A-0013,C-002,[repeated target reference],H-5674485,ar,Coordinated Abuse,HARASS_FAM_X2-P03,0.708,Yes
CT-000257,A-0010,C-002,[neutral platform activity],H-9371330,en,Coordinated Abuse,HARASS_FAM_X2-P05,0.65,Yes
CT-000258,A-0013,C-002,[neutral platform activity],H-9371330,ar,Coordinated Abuse,HARASS_FAM_X2-P05,0.63,Yes
CT-000259,A-0014,C-002,[non-sensitive coordination],H-1603940,es,Coordinated Abuse,HARASS_FAM_X2-P05,0.646,Yes
CT-000260,A-0015,C-002,[neutral platform activity],H-7238637,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.713,Yes
CT-000261,A-0017,C-002,[non-sensitive coordination],H-1603940,de,Coordinated Abuse,HARASS_FAM_X2-P05,0.782,Yes
CT-000262,A-0016,C-002,[neutral platform activity],H-6146059,fr,Coordinated Abuse,HARASS_FAM_X2-P02,0.76,Yes
CT-000263,A-0019,C-002,[symbol-substituted phrase],H-5181675,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.586,Yes
CT-000264,A-0015,C-002,[target-specific grievance reference],H-0141984,ar,Coordinated Abuse,HARASS_FAM_X2-P03,0.675,Yes
CT-000265,A-0009,C-002,[non-sensitive coordination],H-7121329,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.848,Yes
CT-000266,A-0012,C-002,[non-sensitive coordination],H-6263367,fr,Coordinated Abuse,HARASS_FAM_X2-default,0.743,Yes
CT-000267,A-0018,C-002,[generic discussion],H-0351779,de,Coordinated Abuse,HARASS_FAM_X2-default,0.795,Yes
CT-000268,A-0021,C-002,[generic discussion],H-3736475,en,Coordinated Abuse,HARASS_FAM_X2-P02,0.684,Yes
CT-000269,A-0015,C-002,[symbol-substituted phrase],H-5181675,ar,Coordinated Abuse,HARASS_FAM_X2-OBF,0.713,Yes
CT-000270,A-0019,C-002,[multilingual coded variant],H-8707435,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.649,Yes
CT-000271,A-0015,C-002,[obfuscated phrase variant],H-4014421,ar,Coordinated Abuse,HARASS_FAM_X2-OBF,0.815,Yes
CT-000272,A-0015,C-002,[multilingual coded variant],H-8707435,ar,Coordinated Abuse,HARASS_FAM_X2-OBF,0.817,Yes
CT-000273,A-0020,C-002,[research handoff placeholder],H-3713127,de,Coordinated Abuse,HARASS_FAM_X2-P08,0.574,Yes
CT-000274,A-0013,C-002,[continued focus on same fictional target],H-2145128,ar,Coordinated Abuse,HARASS_FAM_X2-P03,0.508,Yes
CT-000275,A-0023,C-002,[non-sensitive coordination],H-1603940,de,Coordinated Abuse,HARASS_FAM_X2-P05,0.561,Yes
CT-000276,A-0010,C-002,[generic discussion],H-6637739,en,Coordinated Abuse,HARASS_FAM_X2-P05,0.664,Yes
CT-000277,A-0020,C-002,[amplification request placeholder],H-2370725,de,Coordinated Abuse,HARASS_FAM_X2-P08,0.804,Yes
CT-000278,A-0026,C-002,[non-sensitive coordination],H-1603940,ar,Coordinated Abuse,HARASS_FAM_X2-P05,0.756,Yes
CT-000279,A-0017,C-002,[generic discussion],H-3736475,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.83,Yes
CT-000280,A-0019,C-002,[multilingual coded variant],H-8707435,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.577,Yes
CT-000281,A-0009,C-002,[generic discussion],H-3736475,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.763,Yes
CT-000282,A-0009,C-002,[neutral platform activity],H-6146059,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.683,Yes
CT-000283,A-0009,C-002,[multilingual coded variant],H-8707435,de,Coordinated Abuse,HARASS_FAM_X2-OBF,0.728,Yes
CT-000284,A-0025,C-002,[coordination instruction placeholder],H-8139650,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.718,Yes
CT-000285,A-0014,C-002,[non-sensitive coordination],H-6263367,es,Coordinated Abuse,HARASS_FAM_X2-default,0.857,Yes
CT-000286,A-0020,C-002,[generic discussion],H-3736475,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.595,Yes
CT-000287,A-0023,C-002,[repeated target reference],H-5674485,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.766,Yes
CT-000288,A-0021,C-002,[multilingual coded variant],H-8707435,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.647,Yes
CT-000289,A-0018,C-002,[amplification request placeholder],H-2370725,de,Coordinated Abuse,HARASS_FAM_X2-P08,0.639,Yes
CT-000290,A-0021,C-002,[multilingual coded variant],H-8707435,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.779,Yes
CT-000291,A-0026,C-002,[generic discussion],H-3736475,ar,Coordinated Abuse,HARASS_FAM_X2-P02,0.739,Yes
CT-000292,A-0013,C-002,[repeated target reference],H-5674485,ar,Coordinated Abuse,HARASS_FAM_X2-P03,0.733,Yes
CT-000293,A-0009,C-002,[neutral platform activity],H-7238637,de,Coordinated Abuse,HARASS_FAM_X2-default,0.857,Yes
CT-000294,A-0022,C-002,[non-sensitive coordination],H-1603940,fr,Coordinated Abuse,HARASS_FAM_X2-P05,0.817,Yes
CT-000295,A-0011,C-002,[neutral platform activity],H-7238637,de,Coordinated Abuse,HARASS_FAM_X2-default,0.637,Yes
CT-000296,A-0021,C-002,[generic discussion],H-3736475,en,Coordinated Abuse,HARASS_FAM_X2-P02,0.711,Yes
CT-000297,A-0022,C-002,[target-specific grievance reference],H-0141984,fr,Coordinated Abuse,HARASS_FAM_X2-P03,0.507,Yes
CT-000298,A-0015,C-002,[neutral platform activity],H-6146059,ar,Coordinated Abuse,HARASS_FAM_X2-P02,0.645,Yes
CT-000299,A-0018,C-002,[neutral platform activity],H-6146059,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.785,Yes
CT-000300,A-0025,C-002,[multilingual coded variant],H-8707435,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.552,Yes
CT-000301,A-0013,C-002,[non-sensitive coordination],H-6263367,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.535,Yes
CT-000302,A-0010,C-002,[research handoff placeholder],H-3713127,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.736,Yes
CT-000303,A-0026,C-002,[generic discussion],H-0351779,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.51,Yes
CT-000304,A-0022,C-002,[multilingual coded variant],H-8707435,fr,Coordinated Abuse,HARASS_FAM_X2-OBF,0.799,Yes
CT-000305,A-0026,C-002,[multilingual coded variant],H-8707435,ar,Coordinated Abuse,HARASS_FAM_X2-OBF,0.661,Yes
CT-000306,A-0017,C-002,[neutral platform activity],H-6146059,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.563,Yes
CT-000307,A-0025,C-002,[non-sensitive coordination],H-7121329,en,Coordinated Abuse,HARASS_FAM_X2-P02,0.669,Yes
CT-000308,A-0013,C-002,[non-sensitive coordination],H-6263367,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.666,Yes
CT-000309,A-0019,C-002,[non-sensitive coordination],H-1603940,en,Coordinated Abuse,HARASS_FAM_X2-P05,0.781,Yes
CT-000310,A-0014,C-002,[amplification request placeholder],H-2370725,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.604,Yes
CT-000311,A-0023,C-002,[repeated target reference],H-5674485,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.781,Yes
CT-000312,A-0011,C-002,[non-sensitive coordination],H-6263367,de,Coordinated Abuse,HARASS_FAM_X2-default,0.696,Yes
CT-000313,A-0019,C-002,[obfuscated phrase variant],H-4014421,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.837,Yes
CT-000314,A-0025,C-002,[repeated target reference],H-5674485,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.646,Yes
CT-000315,A-0015,C-002,[obfuscated phrase variant],H-4014421,ar,Coordinated Abuse,HARASS_FAM_X2-OBF,0.532,Yes
CT-000316,A-0011,C-002,[non-sensitive coordination],H-6263367,de,Coordinated Abuse,HARASS_FAM_X2-default,0.659,Yes
CT-000317,A-0011,C-002,[neutral platform activity],H-6146059,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.694,Yes
CT-000318,A-0021,C-002,[non-sensitive coordination],H-1603940,en,Coordinated Abuse,HARASS_FAM_X2-P05,0.633,Yes
CT-000319,A-0010,C-002,[neutral platform activity],H-9371330,en,Coordinated Abuse,HARASS_FAM_X2-P05,0.852,Yes
CT-000320,A-0020,C-002,[repeated target reference],H-5674485,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.701,Yes
CT-000321,A-0018,C-002,[non-sensitive coordination],H-6263367,de,Coordinated Abuse,HARASS_FAM_X2-default,0.536,Yes
CT-000322,A-0024,C-002,[generic discussion],H-6637739,es,Coordinated Abuse,HARASS_FAM_X2-P05,0.553,Yes
CT-000323,A-0012,C-002,[non-sensitive coordination],H-6263367,fr,Coordinated Abuse,HARASS_FAM_X2-default,0.666,Yes
CT-000324,A-0025,C-002,[symbol-substituted phrase],H-5181675,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.854,Yes
CT-000325,A-0014,C-002,[amplification request placeholder],H-2370725,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.576,Yes
CT-000326,A-0024,C-002,[research handoff placeholder],H-3713127,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.71,Yes
CT-000327,A-0011,C-002,[non-sensitive coordination],H-1603940,de,Coordinated Abuse,HARASS_FAM_X2-P05,0.802,Yes
CT-000328,A-0019,C-002,[neutral platform activity],H-7238637,en,Coordinated Abuse,HARASS_FAM_X2-default,0.537,Yes
CT-000329,A-0018,C-002,[repeated target reference],H-5674485,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.831,Yes
CT-000330,A-0011,C-002,[non-sensitive coordination],H-6263367,de,Coordinated Abuse,HARASS_FAM_X2-default,0.503,Yes
CT-000331,A-0020,C-002,[repeated target reference],H-5674485,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.671,Yes
CT-000332,A-0023,C-002,[target-specific grievance reference],H-0141984,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.799,Yes
CT-000333,A-0015,C-002,[neutral platform activity],H-7238637,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.791,Yes
CT-000334,A-0022,C-002,[symbol-substituted phrase],H-5181675,fr,Coordinated Abuse,HARASS_FAM_X2-OBF,0.67,Yes
CT-000335,A-0018,C-002,[generic discussion],H-0351779,de,Coordinated Abuse,HARASS_FAM_X2-default,0.829,Yes
CT-000336,A-0010,C-002,[multilingual coded variant],H-8707435,en,Coordinated Abuse,HARASS_FAM_X2-OBF,0.767,Yes
CT-000337,A-0012,C-002,[generic discussion],H-3736475,fr,Coordinated Abuse,HARASS_FAM_X2-P02,0.584,Yes
CT-000338,A-0015,C-002,[non-sensitive coordination],H-6263367,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.696,Yes
CT-000339,A-0010,C-002,[continued focus on same fictional target],H-2145128,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.734,Yes
CT-000340,A-0015,C-002,[non-sensitive coordination],H-7121329,ar,Coordinated Abuse,HARASS_FAM_X2-P02,0.705,Yes
CT-000341,A-0019,C-002,[non-sensitive coordination],H-6263367,en,Coordinated Abuse,HARASS_FAM_X2-default,0.514,Yes
CT-000342,A-0018,C-002,[neutral platform activity],H-7238637,de,Coordinated Abuse,HARASS_FAM_X2-default,0.629,Yes
CT-000343,A-0018,C-002,[coordination instruction placeholder],H-8139650,de,Coordinated Abuse,HARASS_FAM_X2-P08,0.731,Yes
CT-000344,A-0026,C-002,[generic discussion],H-0351779,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.712,Yes
CT-000345,A-0025,C-002,[non-sensitive coordination],H-1603940,en,Coordinated Abuse,HARASS_FAM_X2-P05,0.856,Yes
CT-000346,A-0018,C-002,[generic discussion],H-3736475,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.647,Yes
CT-000347,A-0017,C-002,[non-sensitive coordination],H-6263367,de,Coordinated Abuse,HARASS_FAM_X2-default,0.772,Yes
CT-000348,A-0017,C-002,[neutral platform activity],H-7238637,de,Coordinated Abuse,HARASS_FAM_X2-default,0.749,Yes
CT-000349,A-0026,C-002,[generic discussion],H-0351779,ar,Coordinated Abuse,HARASS_FAM_X2-default,0.842,Yes
CT-000350,A-0024,C-002,[neutral platform activity],H-6146059,es,Coordinated Abuse,HARASS_FAM_X2-P02,0.669,Yes
CT-000351,A-0020,C-002,[generic discussion],H-3736475,de,Coordinated Abuse,HARASS_FAM_X2-P02,0.796,Yes
CT-000352,A-0009,C-002,[continued focus on same fictional target],H-2145128,de,Coordinated Abuse,HARASS_FAM_X2-P03,0.574,Yes
CT-000353,A-0022,C-002,[repeated target reference],H-5674485,fr,Coordinated Abuse,HARASS_FAM_X2-P03,0.658,Yes
CT-000354,A-0016,C-002,[non-sensitive coordination],H-6263367,fr,Coordinated Abuse,HARASS_FAM_X2-default,0.717,Yes
CT-000355,A-0023,C-002,[obfuscated phrase variant],H-4014421,de,Coordinated Abuse,HARASS_FAM_X2-OBF,0.641,Yes
CT-000356,A-0027,C-003,[non-sensitive coordination],H-9389197,en,Evasion / Account Network,EVASION_FAM_X3-P01,0.463,Yes
CT-000357,A-0032,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.741,Yes
CT-000358,A-0029,C-003,[generic discussion],H-0558515,en,Evasion / Account Network,EVASION_FAM_X3-P05,0.717,Yes
CT-000359,A-0030,C-003,[migration invitation placeholder],H-4170535,es,Evasion / Account Network,EVASION_FAM_X3-P09,0.554,Yes
CT-000360,A-0031,C-003,[non-sensitive coordination],H-0150340,es,Evasion / Account Network,EVASION_FAM_X3-default,0.497,Yes
CT-000361,A-0031,C-003,[neutral platform activity],H-3292106,es,Evasion / Account Network,EVASION_FAM_X3-P05,0.65,Yes
CT-000362,A-0033,C-003,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.777,Yes
CT-000363,A-0030,C-003,[non-sensitive coordination],H-9039076,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.678,Yes
CT-000364,A-0032,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.73,Yes
CT-000365,A-0034,C-003,[external-channel handoff placeholder],H-1135628,es,Evasion / Account Network,EVASION_FAM_X3-P09,0.72,Yes
CT-000366,A-0028,C-003,[neutral platform activity],H-3292106,es,Evasion / Account Network,EVASION_FAM_X3-P05,0.663,Yes
CT-000367,A-0029,C-003,[non-sensitive coordination],H-0150340,en,Evasion / Account Network,EVASION_FAM_X3-default,0.7,Yes
CT-000368,A-0032,C-003,[non-sensitive coordination],H-9389197,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.592,Yes
CT-000369,A-0030,C-003,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.636,Yes
CT-000370,A-0029,C-003,[generic discussion],H-3535194,en,Evasion / Account Network,EVASION_FAM_X3-default,0.594,Yes
CT-000371,A-0033,C-003,[non-sensitive coordination],H-0150340,en,Evasion / Account Network,EVASION_FAM_X3-default,0.442,Yes
CT-000372,A-0035,C-003,[non-sensitive coordination],H-9039076,en,Evasion / Account Network,EVASION_FAM_X3-P06,0.7,Yes
CT-000373,A-0030,C-003,[neutral platform activity],H-0014346,es,Evasion / Account Network,EVASION_FAM_X3-P06,0.738,Yes
CT-000374,A-0029,C-003,[generic discussion],H-3535194,en,Evasion / Account Network,EVASION_FAM_X3-default,0.501,Yes
CT-000375,A-0034,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.75,Yes
CT-000376,A-0035,C-003,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.554,Yes
CT-000377,A-0033,C-003,[migration invitation placeholder],H-4170535,en,Evasion / Account Network,EVASION_FAM_X3-P09,0.582,Yes
CT-000378,A-0035,C-003,[generic discussion],H-3535194,en,Evasion / Account Network,EVASION_FAM_X3-default,0.684,Yes
CT-000379,A-0028,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.466,Yes
CT-000380,A-0032,C-003,[external-channel handoff placeholder],H-1135628,es,Evasion / Account Network,EVASION_FAM_X3-P09,0.717,Yes
CT-000381,A-0032,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.627,Yes
CT-000382,A-0029,C-003,[generic discussion],H-0558515,en,Evasion / Account Network,EVASION_FAM_X3-P05,0.515,Yes
CT-000383,A-0028,C-003,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.735,Yes
CT-000384,A-0033,C-003,[neutral platform activity],H-3292106,en,Evasion / Account Network,EVASION_FAM_X3-P05,0.643,Yes
CT-000385,A-0031,C-003,[migration invitation placeholder],H-4170535,es,Evasion / Account Network,EVASION_FAM_X3-P09,0.754,Yes
CT-000386,A-0034,C-003,[neutral platform activity],H-3292106,es,Evasion / Account Network,EVASION_FAM_X3-P05,0.754,Yes
CT-000387,A-0029,C-003,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.65,Yes
CT-000388,A-0031,C-003,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.64,Yes
CT-000389,A-0027,C-003,[non-sensitive coordination],H-0150340,en,Evasion / Account Network,EVASION_FAM_X3-default,0.755,Yes
CT-000390,A-0032,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.677,Yes
CT-000391,A-0031,C-003,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.663,Yes
CT-000392,A-0034,C-003,[non-sensitive coordination],H-0150340,es,Evasion / Account Network,EVASION_FAM_X3-default,0.618,Yes
CT-000393,A-0033,C-003,[neutral platform activity],H-8413927,en,Evasion / Account Network,EVASION_FAM_X3-P01,0.595,Yes
CT-000394,A-0029,C-003,[non-sensitive coordination],H-0150340,en,Evasion / Account Network,EVASION_FAM_X3-default,0.534,Yes
CT-000395,A-0033,C-003,[non-sensitive coordination],H-9039076,en,Evasion / Account Network,EVASION_FAM_X3-P06,0.671,Yes
CT-000396,A-0027,C-003,[generic discussion],H-7576070,en,Evasion / Account Network,EVASION_FAM_X3-P06,0.754,Yes
CT-000397,A-0031,C-003,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.71,Yes
CT-000398,A-0029,C-003,[neutral platform activity],H-1125610,en,Evasion / Account Network,EVASION_FAM_X3-default,0.773,Yes
